account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,total_call_minutes,total_charges,call_intensity,call_minutes_category,state_encoded
179,510,no,no,0,287.3,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0,True,841.3,88.13000000000001,2.410601719197708,Very High,63
152,408,no,no,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,False,441.3,40.2,1.3252252252252252,Low,63
105,415,no,no,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,False,612.6,55.24,1.9634615384615386,High,77
72,415,no,no,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,False,520.6,43.93000000000001,1.8794223826714802,Low,53
52,408,no,no,0,215.9,67,36.7,217.0,108,18.45,342.8,130,15.43,5.2,2,1.4,1,False,775.7,71.98000000000002,2.54327868852459,Very High,45
125,415,no,no,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1,False,522.6,57.059999999999995,1.6331250000000002,Medium,72
143,510,no,no,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,False,445.8,43.06999999999999,1.6759398496240603,Low,77
65,415,no,no,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,False,532.8,47.83,2.3785714285714286,Medium,65
80,415,no,no,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,False,746.5,71.78000000000002,2.685251798561151,Very High,78
1,415,no,no,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,False,476.0,47.74999999999999,1.8888888888888888,Low,65
60,408,no,no,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,False,545.3,51.83,1.693478260869565,Medium,59
43,415,no,no,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,False,361.1,32.92,1.1427215189873419,Low,68
143,415,no,no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,False,494.79999999999995,56.42999999999999,1.665993265993266,Low,66
81,415,no,yes,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,False,465.40000000000003,48.129999999999995,1.5461794019933557,Low,72
205,510,no,yes,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,False,511.5,53.31,1.6993355481727574,Low,62
24,415,no,no,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,False,601.6,64.88999999999999,1.8741433021806855,High,53
74,415,no,no,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,False,630.5999999999999,57.26,1.940307692307692,High,78
77,510,no,no,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,False,499.9,42.02,1.71786941580756,Low,106
74,415,no,no,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,False,661.7,69.89,2.1345161290322583,Very High,61
74,510,yes,no,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,True,540.9,52.18,1.581578947368421,Medium,59
200,408,no,no,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,False,439.0,44.120000000000005,1.3936507936507936,Low,80
86,408,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,False,704.9,72.44000000000001,2.4560975609756097,Very High,70
91,510,no,yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,False,673.6,62.43,2.1316455696202534,Very High,61
76,415,no,no,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,False,556.1,60.8,1.9044520547945207,Medium,54
130,415,no,no,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,False,580.3,52.62,2.029020979020979,Medium,72
56,408,no,no,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,False,571.0999999999999,47.47,1.9425170068027209,Medium,78
117,415,no,no,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,False,615.0,62.629999999999995,1.7571428571428571,High,61
63,510,no,no,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,False,671.0,62.64,2.3879003558718863,Very High,44
126,415,no,no,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,False,575.4,61.51,1.8442307692307691,Medium,73
132,510,no,no,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1,False,670.8,65.85,2.083229813664596,Very High,78
81,415,no,yes,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,True,551.6,55.919999999999995,1.5538028169014084,Medium,66
122,415,no,no,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2,False,558.7,56.56,1.9603508771929825,Medium,68
46,408,no,no,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,True,722.9,78.77000000000001,2.727924528301887,Very High,68
150,415,no,yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,False,545.9,56.129999999999995,1.915438596491228,Medium,84
99,408,no,no,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,False,570.8,54.14,1.7949685534591193,Medium,73
87,408,no,no,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,False,633.0999999999999,70.01,2.1681506849315064,High,80
108,415,no,no,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,False,515.5,47.9,1.6059190031152648,Low,52
101,415,no,no,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,False,584.1,58.0,2.2905882352941176,High,73
53,415,no,no,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,False,515.1,58.129999999999995,1.5947368421052632,Low,45
132,415,no,yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,False,588.4,58.25,1.9291803278688524,High,52
158,510,no,no,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,False,601.1,57.830000000000005,1.7125356125356126,High,34
114,415,no,yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,False,584.3,57.230000000000004,1.6505649717514124,High,65
77,415,no,yes,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,False,598.8,62.43,2.4242914979757084,High,55
144,415,yes,no,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,False,626.5,60.919999999999995,2.38212927756654,High,66
91,510,no,yes,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,False,608.9,67.21,1.945367412140575,High,80
58,408,no,no,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,False,474.90000000000003,50.13,1.557049180327869,Low,54
5,415,no,no,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,False,600.5,63.0,2.958128078817734,High,55
97,408,no,no,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,False,688.8,72.14,2.846280991735537,Very High,65
107,415,no,no,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,False,582.0,60.79,1.9795918367346939,Medium,68
142,415,no,yes,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,False,589.8,55.339999999999996,2.3129411764705883,High,63
9,408,no,yes,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,False,587.5999999999999,62.36,1.7806060606060603,High,83
73,415,no,no,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,False,545.9,59.709999999999994,1.7059374999999999,Medium,64
48,510,no,yes,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,True,674.0,63.92000000000001,2.2244224422442245,Very High,68
43,408,no,no,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,False,545.3,63.26,1.4817934782608695,Medium,106
122,408,no,yes,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,True,587.7,61.88999999999999,1.813888888888889,High,62
93,415,no,no,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,False,582.4,62.85,2.6,Medium,60
85,415,no,no,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,False,620.9,62.1,2.104745762711864,High,73
59,415,no,no,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,False,685.5,62.35,2.667315175097276,Very High,53
87,415,no,no,0,228.7,90,38.88,163.0,99,13.86,154.1,90,6.93,11.8,3,3.19,1,False,545.8,62.86,1.9562724014336916,Medium,51
137,408,no,no,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,False,453.70000000000005,49.0,1.6031802120141345,Low,78
21,510,no,yes,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6,False,586.0,56.77,2.2281368821292777,High,78
129,510,no,no,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,True,717.4,84.56,2.3521311475409834,Very High,61
104,415,no,no,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,False,526.4,48.76,2.048249027237354,Medium,59
93,408,no,yes,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,True,483.29999999999995,48.209999999999994,1.496284829721362,Low,54
63,415,no,no,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,True,768.5,83.52000000000001,2.3008982035928143,Very High,73
161,415,no,no,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,False,543.8000000000001,48.35000000000001,1.7100628930817612,Medium,78
50,510,no,no,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,False,544.6,59.4,1.691304347826087,Medium,72
103,408,no,yes,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,False,619.7,53.31,2.312313432835821,High,63
84,415,no,yes,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1,False,522.3,52.89,1.6580952380952378,Medium,62
92,510,no,no,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,False,658.3,67.59,2.007012195121951,Very High,84
77,415,no,no,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,False,645.1,61.74000000000001,2.115081967213115,Very High,66
64,415,yes,no,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,True,871.6999999999999,96.15,3.69364406779661,Very High,83
159,415,no,yes,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,False,454.40000000000003,43.68,1.1802597402597403,Low,63
110,415,yes,yes,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,True,709.3000000000001,78.17,2.506360424028269,Very High,70
138,510,no,no,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17.0,4,4.59,3,False,511.1,53.620000000000005,1.4197222222222223,Low,66
178,408,no,no,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,False,610.0,73.05,1.8047337278106508,High,66
38,415,no,yes,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,False,746.0,69.26,2.5547945205479454,Very High,60
50,415,no,yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,False,544.0,56.09000000000001,1.8193979933110367,Medium,73
45,510,no,yes,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,False,305.6,33.32,0.9374233128834356,Low,73
70,510,no,no,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,False,523.8,47.620000000000005,1.7401993355481726,Medium,53
147,510,no,yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,False,699.0,75.07,2.299342105263158,Very High,83
94,510,no,no,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,False,487.59999999999997,53.88999999999999,1.6253333333333333,Low,66
179,510,no,no,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,False,499.79999999999995,48.21,1.6495049504950494,Low,58
116,415,no,no,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,False,581.5,65.02,2.219465648854962,Medium,65
59,510,no,no,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,False,587.7,62.14,2.0693661971830988,High,62
165,415,no,no,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,False,427.0,53.900000000000006,1.4523809523809523,Low,68
133,408,no,no,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,True,623.0,75.28999999999999,1.7402234636871508,High,73
140,415,no,no,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,False,553.5,49.550000000000004,1.851170568561873,Medium,53
93,408,no,yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,False,544.3,50.290000000000006,1.957913669064748,Medium,73
52,510,no,yes,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,False,567.2,57.93000000000001,2.092988929889299,Medium,61
64,415,no,yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,False,495.3,56.519999999999996,1.5624605678233439,Low,61
12,510,yes,no,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,False,553.2,59.29,1.5671388101983004,Medium,62
48,415,no,no,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,False,641.3,67.6,2.2113793103448276,High,78
181,408,no,no,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6.0,7,1.62,1,False,562.1,52.65,2.303688524590164,Medium,83
168,415,no,yes,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,False,474.9,44.779999999999994,1.7021505376344086,Low,63
155,415,no,no,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,False,517.6,55.72,1.5926153846153848,Low,63
105,510,no,no,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,False,671.6,72.31,2.004776119402985,Very High,62
11,415,no,no,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2,False,626.8,60.330000000000005,2.2385714285714284,High,83
182,415,no,no,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,False,561.5999999999999,48.480000000000004,1.7440993788819874,Medium,62
104,415,no,no,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,False,571.9,56.52,2.3730290456431535,Medium,83
102,415,no,no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,False,501.0,43.410000000000004,1.4232954545454546,Low,78
122,415,no,no,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,False,651.7,69.83,2.122801302931596,Very High,80
41,415,no,no,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,False,490.4,48.43,1.4638805970149253,Low,60
132,415,no,no,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,False,597.0999999999999,61.18,1.7984939759036143,High,54
76,415,no,no,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,True,664.3,75.11999999999999,2.088993710691824,Very High,77
13,415,no,no,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,False,511.59999999999997,50.309999999999995,1.9526717557251907,Low,106
115,415,no,yes,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,False,581.8,55.91,1.5852861035422343,Medium,53
67,408,no,no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,False,445.8,50.010000000000005,1.92987012987013,Low,106
154,510,no,no,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,False,511.20000000000005,52.0,1.793684210526316,Low,51
100,510,no,no,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,False,460.29999999999995,48.46,1.5763698630136984,Low,55
146,510,yes,no,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,False,610.1,57.61000000000001,2.1332167832167834,High,52
148,415,no,yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,False,800.0,82.30999999999999,2.5316455696202533,Very High,54
67,415,no,yes,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,False,545.8,50.78,1.9423487544483984,Medium,80
161,510,yes,no,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,True,698.5,69.16,2.054411764705882,Very High,72
70,415,no,no,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,False,662.2,66.29,1.8974212034383955,Very High,70
116,510,no,no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,False,659.4,68.61999999999999,2.1478827361563515,Very High,84
99,415,no,yes,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,True,663.8,68.68,2.017629179331307,Very High,77
87,415,no,no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,False,485.6,48.44,1.7594202898550726,Low,72
87,510,no,no,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,False,580.0,63.660000000000004,2.1561338289962824,Medium,71
70,408,no,no,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2,False,583.7,62.5,1.7634441087613295,High,74
131,408,no,no,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,False,489.2,45.96,1.6927335640138408,Low,61
119,510,no,no,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,False,567.2,60.65,1.9033557046979868,Medium,73
119,408,no,yes,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,False,521.8,52.87,1.7108196721311475,Medium,63
87,510,yes,no,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,False,472.29999999999995,47.519999999999996,1.866798418972332,Low,65
112,415,no,no,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,True,372.70000000000005,39.13,1.1869426751592358,Low,34
75,415,no,no,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,False,595.5,53.49,2.096830985915493,High,65
150,510,no,no,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,False,648.9000000000001,64.18,2.170234113712375,Very High,74
161,510,no,yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,False,648.3000000000001,71.63999999999999,1.9886503067484664,Very High,71
91,510,yes,yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,False,517.5999999999999,44.99,1.3876675603217157,Low,63
124,415,no,no,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,False,549.0999999999999,55.73,1.9266666666666663,Medium,70
94,510,yes,no,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,False,485.1,60.05,1.6388513513513514,Low,83
217,408,no,no,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,False,641.8000000000001,59.79999999999999,1.8337142857142859,High,72
158,510,no,no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,False,696.4000000000001,70.37,2.2320512820512826,Very High,65
102,415,no,no,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,False,628.5,58.910000000000004,2.2937956204379564,High,66
85,510,no,no,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,False,604.0,64.93,1.852760736196319,High,72
79,510,no,no,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,False,555.9,52.28,1.978291814946619,Medium,61
139,510,no,yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,False,457.20000000000005,43.23,1.7187969924812032,Low,84
103,415,no,no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,False,657.2,72.44,2.1979933110367895,Very High,68
98,415,yes,no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,False,438.5,33.64,1.7897959183673469,Low,78
78,408,no,no,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,False,595.3000000000001,57.49999999999999,1.9711920529801328,High,56
50,408,no,no,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,False,444.79999999999995,47.66,1.3728395061728393,Low,52
161,415,no,no,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,False,462.20000000000005,51.22,1.6930402930402932,Low,78
67,408,no,no,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,False,501.5,53.540000000000006,1.4663742690058479,Low,70
86,415,no,yes,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,False,395.09999999999997,42.099999999999994,1.039736842105263,Low,106
92,510,no,no,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,False,483.29999999999995,58.029999999999994,1.6218120805369125,Low,54
174,415,no,no,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,False,533.3,63.809999999999995,1.7092948717948717,Medium,62
124,510,no,no,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,False,455.6,52.35000000000001,1.5186666666666668,Low,78
132,415,no,yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,False,592.9000000000001,61.11,2.1024822695035463,High,62
190,415,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,False,437.70000000000005,42.790000000000006,1.670610687022901,Low,65
101,510,no,no,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,False,484.9,42.44,1.3974063400576369,Low,53
185,415,yes,yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,False,531.2,51.4,1.6344615384615386,Medium,77
68,415,no,yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,False,611.1,68.26,2.3778210116731517,High,83
117,510,no,yes,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,False,708.0,71.02,2.205607476635514,Very High,70
118,408,no,no,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,False,598.6,60.76,2.1151943462897527,High,51
124,415,no,no,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,False,510.20000000000005,55.99,1.3533156498673742,Low,45
22,510,no,no,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,False,571.4,57.870000000000005,1.837299035369775,Medium,66
75,415,no,no,0,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,False,525.3,53.11,1.5918181818181816,Medium,84
134,408,no,no,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,False,624.9,64.75,1.6273437499999999,High,45
164,408,no,yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,False,420.70000000000005,56.24,1.7032388663967613,Low,63
44,510,no,no,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,False,528.8,50.529999999999994,1.9731343283582088,Medium,83
177,415,no,no,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,False,620.2,67.39999999999999,2.2150000000000003,High,62
110,408,no,no,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,False,565.0,57.98,2.100371747211896,Medium,56
53,415,no,yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,False,460.5,33.97,1.6505376344086022,Low,77
108,415,no,no,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True,512.9,51.010000000000005,1.8059859154929576,Low,83
80,408,no,no,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True,707.0999999999999,82.8,2.136253776435045,Very High,62
158,408,no,no,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,False,641.2,66.14999999999999,2.234146341463415,High,84
114,415,no,no,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,False,587.0,57.36,2.066901408450704,High,78
64,408,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,False,736.9,80.65,2.1673529411764707,Very High,68
88,415,no,no,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,False,603.0999999999999,65.93,2.2758490566037732,High,60
82,510,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,False,597.6,64.89,2.181021897810219,High,72
111,415,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,False,631.3,71.88,2.0364516129032255,High,59
60,408,no,no,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,False,583.6999999999999,70.05,1.8355345911949683,High,68
113,408,no,no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,False,625.8,56.44,2.072185430463576,High,68
109,408,no,no,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,False,692.0,68.75999999999999,1.90633608815427,Very High,63
105,510,no,yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,False,566.6,50.629999999999995,2.2395256916996047,Medium,71
85,510,no,no,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,False,560.4000000000001,62.629999999999995,1.756739811912226,Medium,61
