international plan,voice mail plan,number vmail messages,total day minutes,total day charge,total intl minutes,total intl calls,total intl charge,customer service calls,total_call_minutes,total_charges
0,0,0,171.7,29.19,7.8,6,2.11,1,536.1,54.69
0,0,0,168.2,28.59,10.1,3,2.73,3,522.3,53.71999999999999
0,0,0,148.5,25.25,9.9,6,2.67,3,584.2,53.38
0,0,0,214.7,36.5,9.4,4,2.54,2,496.69999999999993,58.07
0,0,0,183.4,31.18,7.5,3,2.03,4,626.8,62.84
0,0,0,159.5,27.12,7.2,4,1.94,2,594.5,58.52
0,0,0,175.8,29.89,12.4,4,3.35,1,676.7,66.75999999999999
1,1,26,211.7,35.99,11.1,3,3.0,1,497.59999999999997,57.42
0,0,0,204.8,34.82,9.5,3,2.57,0,651.5,63.94
0,1,25,234.4,39.85,13.7,4,3.7,0,741.6999999999999,77.01
0,1,21,315.6,53.65,12.1,3,3.27,3,784.6,86.38
0,1,34,162.1,27.56,9.6,3,2.59,4,593.7,56.44
0,1,33,193.7,32.93,14.6,3,3.94,2,577.8,64.0
0,0,0,217.7,37.01,9.6,3,2.59,3,718.1,73.06
0,0,0,175.4,29.82,9.7,2,2.62,2,561.0,57.69
0,0,0,158.7,26.98,7.7,10,2.08,2,517.7,52.480000000000004
0,0,0,220.7,37.52,11.5,7,3.11,4,505.1,58.2
0,0,0,149.3,25.38,8.9,6,2.4,2,565.8,56.21
0,0,0,257.9,43.84,9.4,2,2.54,2,658.8,72.89
0,0,0,164.8,28.02,14.8,2,4.0,2,562.0,59.09
0,1,26,183.9,31.26,15.0,3,4.05,1,610.3,64.13
0,1,23,221.9,37.72,7.2,5,1.94,2,727.1,72.58
0,0,0,240.3,40.85,11.9,3,3.21,0,634.7,68.31
0,0,0,190.9,32.45,8.4,2,2.27,1,584.2,58.88
0,0,0,122.2,20.77,9.7,6,2.62,1,484.2,46.37
1,1,37,258.6,43.96,11.2,5,3.02,0,807.0,80.53999999999999
0,1,32,50.6,8.6,4.2,4,1.13,2,398.8,33.46
0,1,30,174.0,29.58,6.7,3,1.81,1,597.5,58.660000000000004
0,1,26,208.0,35.36,8.1,9,2.19,1,570.7,61.28
1,1,32,94.7,16.1,10.6,6,2.86,2,449.5,41.099999999999994
0,1,32,165.9,28.2,14.1,8,3.81,4,555.5,58.199999999999996
1,0,0,148.2,25.19,11.0,4,2.97,0,569.3,53.58
0,0,0,126.0,21.42,10.2,6,2.75,3,649.6,57.269999999999996
0,1,34,175.3,29.8,5.6,11,1.51,1,581.5,60.089999999999996
0,0,0,135.4,23.02,7.9,4,2.13,1,545.3,51.83
0,1,20,205.7,34.97,8.7,3,2.35,2,501.19999999999993,56.06
0,0,0,240.1,40.82,8.0,6,2.16,3,553.9,64.31
1,0,0,116.2,19.75,10.1,3,2.73,3,550.0999999999999,51.18999999999999
0,0,0,178.4,30.33,9.3,9,2.51,1,467.20000000000005,52.57
1,0,0,103.5,17.6,8.4,4,2.27,2,662.7,57.81000000000001
0,0,0,198.2,33.69,5.1,5,1.38,1,547.4,58.9
0,0,0,190.7,32.42,8.8,8,2.38,1,603.0999999999999,61.70000000000001
0,0,0,126.3,21.47,9.4,2,2.54,3,480.90000000000003,46.63999999999999
0,0,0,196.5,33.41,4.0,7,1.08,0,581.0,61.44
0,0,0,107.8,18.33,9.9,3,2.67,2,541.9,49.199999999999996
0,0,0,175.7,29.87,9.2,3,2.48,5,525.4,56.56
0,0,0,169.4,28.8,8.9,5,2.4,1,620.0,61.62
0,0,0,177.3,30.14,5.1,2,1.38,0,493.0,51.84
0,0,0,146.3,24.87,5.3,9,1.43,1,485.6,48.44
1,0,0,218.0,37.06,12.4,1,3.35,0,601.5999999999999,62.24
0,0,0,193.8,32.95,9.2,3,2.48,0,448.6,51.66
0,1,23,134.2,22.81,8.5,2,2.3,2,483.9,49.93999999999999
0,0,0,230.2,39.13,9.2,3,2.48,0,545.3,63.26
0,0,0,114.4,19.45,11.0,3,2.97,0,581.6,52.11
0,0,0,190.4,32.37,10.0,1,2.7,2,567.2,60.65
0,0,0,240.3,40.85,10.6,2,2.86,1,645.5999999999999,68.53
1,1,27,188.9,32.11,11.5,5,3.11,4,547.5,57.8
0,0,0,199.6,33.93,7.2,5,1.94,3,610.7,62.949999999999996
0,0,0,103.4,17.58,14.4,3,3.89,1,519.9000000000001,47.78
0,0,0,162.8,27.68,6.0,3,1.62,2,567.3,54.91
0,0,0,192.4,32.71,11.0,6,2.97,0,525.1,56.92999999999999
0,1,22,204.5,34.77,8.6,5,2.32,2,549.1,58.190000000000005
0,0,0,99.4,16.9,16.7,3,4.51,2,586.5,54.33
0,0,0,145.4,24.72,5.2,4,1.4,1,461.1,45.5
0,0,0,221.1,37.59,8.4,3,2.27,4,543.0999999999999,60.760000000000005
0,0,0,229.3,38.98,8.8,3,2.38,2,582.0,64.61
0,0,0,134.7,22.9,11.8,5,3.19,2,545.8,52.169999999999995
0,0,0,170.2,28.93,15.0,2,4.05,1,554.0,56.459999999999994
0,0,0,203.4,34.58,9.2,5,2.48,2,503.1,57.24999999999999
0,1,41,130.9,22.25,12.4,4,3.35,1,506.0,50.62
0,1,25,144.1,24.5,14.5,3,3.92,1,551.7,53.47
0,0,0,177.2,30.12,8.6,7,2.32,3,626.9000000000001,62.64
0,0,0,121.5,20.66,10.7,4,2.89,1,570.2,53.870000000000005
0,0,0,242.5,41.23,9.6,7,2.59,0,629.4,70.55000000000001
0,0,0,200.3,34.05,7.1,1,1.92,4,607.6,62.34
0,1,39,214.1,36.4,10.1,3,2.73,1,573.0,62.05
1,0,0,125.8,21.39,14.1,4,3.81,1,540.9,52.18
0,1,24,175.8,29.89,7.8,5,2.11,2,511.5,53.31
0,1,24,149.4,25.4,10.1,6,2.73,1,447.6,46.49999999999999
1,0,0,46.5,7.91,9.6,4,2.59,4,400.0,33.849999999999994
0,0,0,107.9,18.34,9.5,3,2.57,2,572.3000000000001,51.239999999999995
0,0,0,206.3,35.07,12.4,12,3.35,0,624.8000000000001,63.45
0,0,0,51.1,8.69,12.3,3,3.32,1,457.7,38.65
0,0,0,199.3,33.88,14.3,2,3.86,4,692.3,67.72
0,0,0,179.7,30.55,7.6,3,2.05,1,664.8,66.42
0,0,0,55.6,9.45,11.3,4,3.05,0,474.6,41.059999999999995
0,0,0,137.4,23.36,12.4,2,3.35,3,387.7,42.77
0,0,0,51.9,8.82,10.1,3,2.73,3,437.4,35.379999999999995
0,0,0,120.8,20.54,11.9,3,3.21,4,484.70000000000005,46.910000000000004
0,0,0,194.2,33.01,5.5,2,1.49,2,636.3,61.330000000000005
1,0,0,122.2,20.77,10.3,9,2.78,5,423.4,42.370000000000005
0,0,0,144.3,24.53,7.8,10,2.11,3,515.4000000000001,49.59
0,1,30,196.6,33.42,12.9,4,3.48,2,664.0,67.59
0,0,0,58.0,9.86,11.5,3,3.11,0,311.4,27.08
0,1,41,171.6,29.17,10.8,7,2.92,0,491.1,51.910000000000004
0,0,0,244.1,41.5,7.2,2,1.94,0,691.0,73.42999999999999
0,1,39,206.9,35.17,9.2,1,2.48,3,533.9,57.47
0,0,0,119.3,20.28,10.5,4,2.84,3,599.7,53.2
1,1,33,203.9,34.66,10.5,6,2.84,3,493.2,58.03
0,0,0,141.4,24.04,8.1,4,2.19,0,410.8,44.209999999999994
0,0,0,222.8,37.88,6.9,2,1.86,2,636.4,66.48
0,0,0,143.9,24.46,11.1,2,3.0,1,448.4,48.96
0,0,0,185.0,31.45,5.1,8,1.38,1,642.4,60.71
0,0,0,193.8,32.95,8.5,3,2.3,1,571.8,60.07
0,1,40,105.0,17.85,10.2,2,2.75,2,459.70000000000005,43.78
0,0,0,212.3,36.09,11.3,2,3.05,2,614.5,65.86
0,0,0,167.6,28.49,13.4,6,3.62,2,594.5,58.36
0,0,0,131.6,22.37,11.1,4,3.0,4,511.2,50.9
0,0,0,154.6,26.28,12.6,5,3.4,2,556.1999999999999,55.12
0,0,0,151.4,25.74,10.9,3,2.94,0,510.3,52.279999999999994
0,1,17,124.0,21.08,12.3,3,3.32,1,532.0,50.88
0,0,0,194.5,33.07,12.7,1,3.43,2,559.1,60.35999999999999
0,0,0,175.2,29.78,7.5,2,2.03,1,495.40000000000003,55.989999999999995
0,0,0,179.4,30.5,7.9,4,2.13,0,640.8,64.2
0,0,0,171.8,29.21,9.7,5,2.62,1,612.9,63.74
1,0,0,197.2,33.52,9.9,6,2.67,4,557.3,58.63
0,0,0,177.2,30.12,8.9,3,2.4,2,600.2,60.7
1,0,0,202.0,34.34,7.4,2,2.0,2,562.3,59.93000000000001
0,1,35,110.5,18.79,13.9,2,3.75,4,406.20000000000005,44.18
1,0,0,228.9,38.91,10.1,2,2.73,4,692.6,72.73
0,0,0,102.3,17.39,15.7,10,4.24,3,437.2,42.11000000000001
0,1,31,166.4,28.29,10.7,4,2.89,4,555.4000000000001,58.22
0,0,0,144.8,24.62,13.3,9,3.59,0,554.2,54.66
0,0,0,177.6,30.19,7.6,3,2.05,3,667.3,66.14999999999999
0,1,22,189.6,32.23,11.4,5,3.08,2,548.2,58.60999999999999
0,0,0,90.5,15.39,9.3,2,2.51,1,497.1,44.65999999999999
0,0,0,134.8,22.92,7.7,5,2.08,2,463.5,46.480000000000004
0,0,0,221.2,37.6,11.9,3,3.21,4,726.5999999999999,72.1
1,0,0,227.4,38.66,11.9,3,3.21,0,697.0999999999999,71.47
1,1,28,211.2,35.9,10.7,2,2.89,3,701.7,73.36
0,1,39,175.7,29.87,8.6,3,2.32,2,588.4,58.25
0,0,0,165.7,28.17,10.0,4,2.7,1,593.9,60.44
0,1,32,154.0,26.18,8.2,4,2.21,3,487.7,50.830000000000005
0,0,0,253.2,43.04,9.7,7,2.62,4,645.4000000000001,72.82000000000001
1,0,0,173.1,29.43,9.0,5,2.43,1,646.5999999999999,62.78
0,0,0,300.4,51.07,7.2,5,1.94,2,631.0,73.21
0,0,0,118.4,20.13,13.6,3,3.67,5,594.7,55.21
0,0,0,168.4,28.63,11.8,7,3.19,1,467.1,53.94
0,1,28,308.0,52.36,7.4,3,2.0,1,708.6999999999999,82.3
0,0,0,197.0,33.49,11.6,5,3.13,1,549.2,60.51
1,1,35,174.8,29.72,12.8,3,3.46,0,650.2,63.36
0,1,29,239.5,40.72,9.9,6,2.67,0,611.1,68.26
0,0,0,224.7,38.2,11.3,11,3.05,3,628.9,67.12
0,1,26,116.7,19.84,9.9,3,2.67,1,437.70000000000005,42.790000000000006
0,1,33,111.6,18.97,16.0,3,4.32,0,592.5,53.459999999999994
0,0,0,154.0,26.18,12.9,1,3.48,1,593.5999999999999,57.68
0,0,0,219.6,37.33,9.7,5,2.62,1,677.4,72.68
0,0,0,204.5,34.77,13.4,1,3.62,3,521.9,59.17000000000001
0,0,0,254.8,43.32,15.0,7,4.05,2,552.1,66.49
0,0,0,246.5,41.91,11.7,4,3.16,1,642.5,70.71
0,0,0,289.1,49.15,12.7,2,3.43,2,746.4000000000001,82.51
0,0,0,274.3,46.63,10.9,5,2.94,0,573.3,65.14
0,0,0,210.7,35.82,7.2,6,1.94,1,609.5999999999999,64.48
0,0,0,113.8,19.35,10.4,1,2.81,3,521.0,48.18000000000001
0,0,0,178.7,30.38,16.4,5,4.43,2,695.6,68.92000000000002
0,0,0,262.4,44.61,8.3,6,2.24,2,603.5,69.97999999999999
0,0,0,157.1,26.71,6.1,2,1.65,1,561.8,55.49999999999999
0,0,0,203.3,34.56,8.5,6,2.3,0,545.9000000000001,57.95
0,1,22,278.3,47.31,9.7,5,2.62,0,479.30000000000007,62.71
0,0,0,129.2,21.96,10.3,4,2.78,5,558.1999999999999,52.61
0,0,0,143.6,24.41,15.5,5,4.19,2,493.5,49.72
0,1,32,211.0,35.87,11.4,5,3.08,1,600.9000000000001,62.699999999999996
0,0,0,138.6,23.56,7.8,4,2.11,0,541.7,51.77
0,0,0,184.5,31.37,11.6,3,3.13,1,589.0,61.66
0,1,29,111.2,18.9,9.0,6,2.43,6,599.4,53.839999999999996
1,1,38,225.7,38.37,14.0,7,3.78,1,538.5,61.01
0,1,28,151.4,25.74,0.0,0,0.0,1,553.9,49.94
0,1,19,154.6,26.28,12.6,1,3.4,3,556.2,57.42
0,0,0,213.6,36.31,8.8,3,2.38,2,678.1,68.99
0,1,39,270.4,45.97,15.4,7,4.16,1,624.4,75.86
0,1,43,206.7,35.14,10.9,3,2.94,1,622.8,63.79
0,1,28,200.6,34.1,2.5,5,0.68,1,534.3,56.36
0,0,0,253.5,43.1,14.0,2,3.78,0,619.9,68.08000000000001
0,0,0,271.1,46.09,10.3,5,2.78,1,612.3,71.10000000000001
0,1,30,146.3,24.87,14.5,6,3.92,0,438.1,48.42
0,0,0,261.8,44.51,14.7,4,3.97,0,708.9,78.4
1,1,28,175.8,29.89,11.4,5,3.08,1,557.9,60.31
0,0,0,156.9,26.67,11.3,5,3.05,3,468.20000000000005,48.62
0,0,0,228.9,38.91,12.5,2,3.38,0,592.7,65.08999999999999
0,1,21,134.2,22.81,11.8,2,3.19,4,483.29999999999995,48.209999999999994
0,0,0,234.5,39.87,6.1,4,1.65,1,590.1,64.09
0,0,0,189.1,32.15,10.4,5,2.81,1,677.2,66.77
0,0,0,181.8,30.91,9.3,3,2.51,2,587.0,59.6
0,0,0,167.5,28.48,13.0,1,3.51,1,445.0,50.04
1,0,0,225.2,38.28,9.9,1,2.67,0,553.3,63.11
0,0,0,241.9,41.12,5.9,3,1.59,1,636.1,65.63
0,1,39,261.2,44.4,12.7,5,3.43,2,630.3,73.01
0,0,0,259.8,44.17,5.4,1,1.46,0,670.9000000000001,73.83
0,0,0,213.9,36.36,8.4,3,2.27,1,708.2,71.28999999999999
0,0,0,68.4,11.63,10.4,4,2.81,0,433.20000000000005,38.59
0,0,0,172.1,29.26,11.6,6,3.13,1,566.0,58.580000000000005
1,1,35,128.2,21.79,8.8,7,2.38,2,701.5999999999999,60.949999999999996
0,0,0,58.9,10.01,9.4,3,2.54,1,439.9,36.48
0,0,0,239.9,40.78,9.8,2,2.65,0,624.2,67.72
0,1,38,224.7,38.2,9.8,6,2.65,0,808.7,78.89
0,0,0,181.8,30.91,9.7,9,2.62,0,606.0999999999999,58.949999999999996
0,1,24,97.8,16.63,5.9,2,1.59,0,519.5,45.48
0,0,0,237.9,40.44,13.9,4,3.75,1,694.4,74.64
0,0,0,209.4,35.6,12.8,1,3.46,0,633.4000000000001,69.09
0,1,23,224.2,38.11,9.8,4,2.65,0,636.5999999999999,66.91000000000001
0,0,0,109.6,18.63,11.0,5,2.97,2,406.9,40.489999999999995
0,0,0,157.9,26.84,12.2,5,3.29,2,601.9,59.470000000000006
0,0,0,226.9,38.57,13.2,5,3.56,2,558.7,65.13
0,0,0,187.7,31.91,9.1,5,2.46,0,547.1,57.08
0,1,31,263.1,44.73,9.7,4,2.62,5,669.5000000000001,76.81
0,0,0,197.9,33.64,6.7,5,1.81,3,660.8,63.540000000000006
0,1,25,216.0,36.72,11.8,4,3.19,0,708.0,71.02
1,0,0,160.1,27.22,9.2,3,2.48,2,546.1,55.4
0,0,0,152.6,25.94,5.0,10,1.35,1,480.6,50.410000000000004
0,0,0,139.0,23.63,12.1,1,3.27,0,543.9,50.440000000000005
0,0,0,291.6,49.57,14.0,9,3.78,2,741.9000000000001,82.45
0,0,0,181.9,30.92,7.5,3,2.03,1,476.4,52.27
0,0,0,55.6,9.45,12.1,3,3.27,2,455.5,42.26
0,1,27,141.2,24.0,11.4,2,3.08,1,583.3,53.68
0,0,0,159.3,27.08,9.5,3,2.57,2,590.6,57.160000000000004
0,0,0,184.1,31.3,9.9,2,2.67,1,638.8,62.89
0,1,24,58.9,10.01,12.1,6,3.27,0,523.3,46.4
0,0,0,37.8,6.43,14.2,5,3.83,3,368.1,31.339999999999996
1,0,0,199.6,33.93,11.0,4,2.97,3,483.4,58.129999999999995
0,0,0,152.1,25.86,9.8,5,2.65,0,471.1,47.71
0,0,0,165.3,28.1,8.5,3,2.3,2,562.5,56.67
0,1,36,178.7,30.38,8.0,4,2.16,2,484.09999999999997,53.43000000000001
0,0,0,150.0,25.5,11.1,3,3.0,3,565.8,50.800000000000004
0,0,0,218.2,37.09,8.0,1,2.16,1,528.6,59.99000000000001
0,1,17,214.7,36.5,8.6,4,2.32,1,522.3,58.199999999999996
0,1,14,93.6,15.91,17.5,5,4.73,1,432.29999999999995,43.629999999999995
0,0,0,151.8,25.81,11.9,5,3.21,1,628.6,58.87
0,0,0,232.5,39.53,11.9,2,3.21,0,651.7,69.83
0,0,0,263.7,44.83,18.3,6,4.94,1,645.5,74.41
0,0,0,169.9,28.88,8.5,7,2.3,1,450.80000000000007,49.36
0,0,0,187.6,31.89,8.8,1,2.38,1,653.2,63.28000000000001
0,0,0,150.5,25.59,3.5,3,0.95,1,519.3,49.260000000000005
0,1,21,192.0,32.64,15.1,3,4.08,1,547.2,62.26
0,0,0,166.9,28.37,12.8,4,3.46,3,632.6,61.660000000000004
0,1,29,135.8,23.09,7.9,6,2.13,2,593.9,54.730000000000004
0,0,0,190.5,32.39,13.1,5,3.54,1,531.3,58.4
1,0,0,244.6,41.58,11.3,4,3.05,1,639.4,69.94999999999999
0,0,0,228.1,38.78,9.0,2,2.43,1,561.8,61.68000000000001
0,0,0,141.3,24.02,6.4,2,1.73,1,610.7,57.019999999999996
0,0,0,154.0,26.18,9.5,3,2.57,4,504.79999999999995,52.50000000000001
0,0,0,172.8,29.38,7.9,3,2.13,4,514.7,54.22
0,0,0,297.9,50.64,8.9,5,2.4,1,776.5,84.1
1,1,29,162.3,27.59,11.7,2,3.16,3,634.3,63.16
0,0,0,215.9,36.7,12.1,4,3.27,1,548.2,60.74
0,1,31,278.0,47.26,8.7,4,2.35,0,754.4000000000001,81.16999999999999
0,1,33,184.5,31.37,12.3,6,3.32,0,495.1,55.99
0,1,31,222.8,37.88,13.0,4,3.51,0,554.6,63.54
1,0,0,150.0,25.5,9.4,15,2.54,0,626.5,60.919999999999995
1,1,40,221.6,37.67,11.5,3,3.11,1,601.1,64.14
0,1,29,111.1,18.89,6.6,3,1.78,2,577.1,50.349999999999994
0,1,42,97.4,16.56,11.4,2,3.08,2,474.9,44.779999999999994
0,0,0,185.2,31.48,9.5,13,2.57,1,520.7,55.96
0,1,22,124.5,21.17,6.4,12,1.73,1,578.4,52.589999999999996
0,0,0,159.5,27.12,7.1,7,1.92,1,457.29999999999995,50.260000000000005
0,0,0,116.1,19.74,11.6,5,3.13,0,499.79999999999995,48.21
0,0,0,329.8,56.07,10.6,6,2.86,0,805.2,88.66
0,0,0,226.0,38.42,6.9,11,1.86,1,615.0,67.72000000000001
0,0,0,133.8,22.75,10.5,2,2.84,1,482.20000000000005,47.620000000000005
0,0,0,203.3,34.56,14.3,3,3.86,1,654.4000000000001,67.88000000000001
0,0,0,209.4,35.6,7.4,2,2.0,1,802.7,78.19
0,1,41,207.3,35.24,5.9,3,1.59,1,460.3,53.71000000000001
0,1,23,160.0,27.2,10.4,7,2.81,1,579.3,56.46
0,0,0,165.0,28.05,12.6,8,3.4,1,585.0,60.32999999999999
0,0,0,126.7,21.54,14.4,7,3.89,2,488.4,47.93
0,0,0,204.2,34.71,10.5,2,2.84,0,741.1,73.41
0,0,0,131.8,22.41,7.7,6,2.08,2,576.7,49.98
0,0,0,196.0,33.32,7.9,6,2.13,1,606.2,62.45
0,0,0,208.3,35.41,11.3,5,3.05,3,624.1,66.64
0,0,0,237.7,40.41,7.7,4,2.08,1,604.9,66.27999999999999
0,0,0,172.8,29.38,9.1,8,2.46,2,618.4000000000001,60.089999999999996
0,1,34,146.4,24.89,15.6,4,4.21,2,456.1,46.62
1,0,0,124.5,21.17,11.4,2,3.08,2,533.9,48.32
0,1,33,179.1,30.45,10.6,1,2.86,2,583.0999999999999,61.03
0,0,0,104.9,17.83,8.0,5,2.16,2,561.5999999999999,48.480000000000004
1,0,0,250.6,42.6,7.8,5,2.11,1,558.8,66.09
0,0,0,193.3,32.86,11.6,4,3.13,5,483.70000000000005,54.19
0,1,35,175.4,29.82,10.5,3,2.84,2,504.09999999999997,55.05
0,1,33,177.1,30.11,5.2,5,1.4,1,624.5,59.39999999999999
0,0,0,162.6,27.64,14.2,3,3.83,1,372.4,47.010000000000005
0,1,20,230.6,39.2,9.4,2,2.54,1,581.9,65.11
0,0,0,154.5,26.27,12.0,2,3.24,3,546.7,55.730000000000004
0,1,20,157.8,26.83,8.7,2,2.35,5,590.8,55.13
0,1,19,291.1,49.49,7.5,2,2.03,1,736.9,80.65
0,0,0,194.0,32.98,11.9,5,3.21,0,662.5,66.92
1,0,0,167.7,28.51,13.4,1,3.62,3,502.7,50.949999999999996
0,0,0,239.8,40.77,8.7,5,2.35,2,597.9000000000001,67.83
0,0,0,175.6,29.85,9.3,4,2.51,0,626.9,59.14
0,0,0,85.7,14.57,11.6,3,3.13,4,497.9,45.12
1,0,0,115.1,19.57,13.8,3,3.73,2,462.5,47.379999999999995
1,0,0,286.2,48.65,11.0,4,2.97,2,619.5999999999999,74.11
0,1,27,153.5,26.1,10.2,7,2.75,5,604.0,56.88
0,0,0,195.6,33.25,16.0,2,4.32,0,628.3,67.75
0,1,48,94.4,16.05,4.5,4,1.22,0,378.0,35.480000000000004
0,0,0,49.2,8.36,12.1,13,3.27,1,396.1,33.0
0,0,0,86.1,14.64,9.1,9,2.46,2,493.9,45.839999999999996
0,0,0,211.3,35.92,13.2,5,3.56,3,508.59999999999997,59.36000000000001
0,1,35,192.6,32.74,7.9,2,2.13,2,544.0,56.09000000000001
0,0,0,127.0,21.59,7.5,2,2.03,1,594.1,57.57000000000001
1,0,0,176.9,30.07,7.7,2,2.08,1,527.0,54.620000000000005
0,0,0,178.6,30.36,10.9,5,2.94,1,589.7,60.31999999999999
0,1,19,87.7,14.91,7.3,4,1.97,2,493.0,44.040000000000006
1,0,0,166.7,28.34,10.1,3,2.73,3,501.9,52.089999999999996
0,0,0,178.8,30.4,8.6,4,2.32,3,525.6,55.04
0,0,0,151.5,25.76,10.8,2,2.92,1,697.9,62.96
1,0,0,218.7,37.18,8.2,5,2.21,1,651.6999999999999,65.1
0,0,0,87.6,14.89,9.8,10,2.65,2,569.1,49.88999999999999
0,0,0,154.2,26.21,15.4,4,4.16,4,512.9,51.010000000000005
1,1,33,127.2,21.62,8.1,13,2.19,0,537.5,48.79
0,0,0,123.1,20.93,9.3,5,2.51,0,537.6,48.419999999999995
0,1,36,95.9,16.3,13.3,4,3.59,0,586.1,52.42
0,0,0,154.8,26.32,12.8,4,3.46,0,558.4,57.7
0,0,0,174.5,29.67,10.7,2,2.89,2,533.7,55.940000000000005
0,0,0,116.4,19.79,10.5,3,2.84,3,393.5,38.93000000000001
0,0,0,216.2,36.75,3.1,1,0.84,2,630.4,65.12
0,0,0,173.6,29.51,9.7,7,2.62,3,477.0,49.45
0,0,0,228.1,38.78,9.9,5,2.67,2,784.4000000000001,77.54
0,0,0,191.9,32.62,7.8,5,2.11,3,698.5,68.32
0,0,0,134.7,22.9,7.6,6,2.05,3,630.8,56.71
0,0,0,163.8,27.85,15.7,4,4.24,0,612.3,62.5
1,1,32,218.4,37.13,13.2,3,3.56,0,647.3,69.46000000000001
0,1,23,253.0,43.01,11.8,3,3.19,2,669.7,70.50999999999999
0,0,0,216.2,36.75,10.2,3,2.75,0,570.1999999999999,64.06
0,0,0,165.0,28.05,12.5,7,3.38,1,539.9000000000001,56.4
0,0,0,118.2,20.09,12.2,3,3.29,3,499.59999999999997,47.23
0,0,0,145.1,24.67,7.9,5,2.13,2,587.5,56.050000000000004
0,1,39,169.8,28.87,10.9,4,2.94,1,379.4,43.85
0,0,0,160.9,27.35,5.0,5,1.35,3,685.5,62.35
1,0,0,208.7,35.48,8.3,3,2.24,3,646.7,64.35999999999999
0,0,0,167.3,28.44,10.6,5,2.86,1,589.0,59.480000000000004
0,1,29,222.6,37.84,11.5,2,3.11,1,614.0999999999999,66.18
0,0,0,246.4,41.89,7.6,7,2.05,1,577.6,65.26
0,0,0,224.4,38.15,13.0,2,3.51,1,576.7,63.9
0,0,0,100.1,17.02,11.1,8,3.0,3,537.8,49.05
0,1,37,220.0,37.4,14.7,6,3.97,3,590.1,66.72
0,0,0,184.2,31.31,12.8,4,3.46,2,509.19999999999993,56.660000000000004
0,1,32,212.3,36.09,6.6,2,1.78,3,672.5,68.64
0,0,0,231.3,39.32,13.0,6,3.51,1,470.7,60.46999999999999
0,0,0,101.4,17.24,7.1,6,1.92,1,508.1,47.42
0,0,0,110.1,18.72,9.2,2,2.48,1,445.8,43.06999999999999
0,1,21,195.7,33.27,5.3,3,1.43,2,459.29999999999995,50.81
0,0,0,218.8,37.2,10.3,3,2.78,4,547.4,64.48
0,1,22,166.5,28.31,8.5,3,2.3,0,470.5,51.60999999999999
0,0,0,220.4,37.47,13.6,8,3.67,2,690.9000000000001,70.76
0,1,29,236.3,40.17,7.2,2,1.94,3,556.1,64.14
0,1,30,179.2,30.46,14.7,5,3.97,1,690.5,68.76
0,0,0,110.3,18.75,9.5,5,2.57,0,479.1,44.57
0,1,22,281.1,47.79,11.2,9,3.02,1,664.2,73.78999999999999
0,1,30,183.1,31.13,8.4,2,2.27,0,664.0,64.34
0,0,0,215.6,36.65,6.4,8,1.73,3,590.4,61.959999999999994
0,0,0,260.4,44.27,11.5,4,3.11,5,675.9,71.92
0,1,40,231.9,39.42,12.3,3,3.32,2,712.2,72.82
0,1,17,89.8,15.27,9.3,7,2.51,4,488.7,45.06
0,0,0,144.2,24.51,13.8,4,3.73,3,515.5,54.019999999999996
0,0,0,172.4,29.31,0.0,0,0.0,2,664.3,61.709999999999994
0,1,37,181.2,30.8,5.0,3,1.35,2,586.8,57.51
1,0,0,133.7,22.73,10.7,2,2.89,1,503.4,49.769999999999996
1,1,32,221.1,37.59,15.4,4,4.16,2,654.9,71.86999999999999
0,0,0,268.0,45.56,17.0,1,4.59,3,653.9000000000001,73.66000000000001
0,0,0,202.7,34.46,12.1,7,3.27,0,681.5,68.27999999999999
0,0,0,184.8,31.42,18.4,3,4.97,2,542.3000000000001,61.13
0,0,0,186.0,31.62,12.2,6,3.29,1,571.5,61.74999999999999
0,1,27,187.5,31.88,6.4,6,1.73,4,559.8,56.23
0,0,0,203.9,34.66,17.8,4,4.81,4,598.5999999999999,66.59
0,1,27,204.6,34.78,6.6,2,1.78,3,551.1,57.59
0,0,0,188.9,32.11,11.6,8,3.13,3,544.6,59.4
1,0,0,186.1,31.64,13.8,5,3.73,4,591.2,61.53999999999999
0,0,0,133.8,22.75,8.9,4,2.4,0,426.5,45.54
0,0,0,220.2,37.43,11.7,3,3.16,2,581.3,64.36999999999999
0,1,26,91.7,15.59,7.7,5,2.08,1,305.6,33.32
0,0,0,216.8,36.86,11.0,9,2.97,0,595.1,64.49
0,0,0,139.5,23.72,13.1,8,3.54,0,558.2,57.67
1,1,23,197.1,33.51,9.5,5,2.57,4,693.8,67.00999999999999
0,0,0,266.6,45.32,5.9,2,1.59,1,738.6000000000001,78.74000000000001
0,0,0,97.5,16.58,13.2,4,3.56,3,620.9000000000001,54.42
0,0,0,163.6,27.81,8.6,9,2.32,0,709.1,66.00999999999999
0,0,0,193.0,32.81,15.3,3,4.13,1,455.6,52.35000000000001
0,0,0,322.3,54.79,7.8,5,2.11,2,794.2,87.35000000000001
0,1,41,174.7,29.7,13.4,1,3.62,0,490.59999999999997,53.96
0,0,0,108.3,18.41,13.5,2,3.65,0,468.5,45.62
0,0,0,160.4,27.27,12.5,4,3.38,1,571.4,57.870000000000005
0,0,0,235.2,39.98,11.8,4,3.19,1,692.0999999999999,72.55
0,0,0,151.8,25.81,11.2,8,3.02,3,523.3,51.07
0,1,35,182.8,31.08,11.0,2,2.97,1,589.3,60.849999999999994
